token_id,fold
1565792_8_3,5
1565792_8_5,9
1565792_8_8,8
1565792_8_10,9
1565792_9_2,5
1565792_9_3,9
1565792_9_4,3
1565792_9_6,4
1565792_9_8,2
1565792_9_10,7
1565792_9_11,7
1565792_9_14,9
1565792_10_2,7
1565792_10_4,1
1565792_10_5,9
1565792_11_3,6
1565792_11_9,4
1565792_11_11,2
1565792_11_15,2
1565792_11_19,9
1565792_12_3,7
1565792_12_5,5
1565792_12_6,4
1565792_13_6,0
1565792_13_9,8
1565792_13_11,8
1565792_14_4,5
1565792_14_5,0
1565792_14_7,3
1565792_14_9,9
1565792_14_15,3
1565792_14_16,0
1565792_15_2,4
1565792_15_4,1
1565792_15_5,4
1565792_15_9,9
1565792_15_11,0
1565792_15_12,4
1565792_15_14,5
1565792_15_15,6
1565792_16_2,3
1565792_16_3,3
1565792_16_6,9
1565792_16_13,0
1565792_16_15,1
1565792_16_17,7
1565792_16_20,1
1565792_16_23,7
1565792_17_2,8
1565792_17_4,8
1565792_18_4,0
1565792_18_7,6
161213_1_1,0
161213_1_3,8
161213_1_4,8
161213_1_7,7
161213_1_9,3
161213_1_12,1
161213_1_13,4
161213_1_16,1
161213_1_19,9
161213_1_22,5
161213_1_23,2
161213_1_25,4
161213_2_2,9
161213_2_5,8
161213_2_6,0
161213_3_1,9
161213_3_4,9
161213_3_7,4
161213_3_12,8
161213_3_14,4
161213_3_18,8
161213_3_20,8
161213_3_21,3
161213_3_22,8
161213_3_25,4
161213_3_27,2
161213_3_31,0
161213_3_36,2
161213_3_37,4
161213_4_1,6
161213_4_3,6
161213_4_5,9
161213_4_9,1
161213_4_11,7
161213_4_14,2
161213_4_16,3
161213_4_19,6
161213_4_20,5
161213_4_23,3
161213_4_25,9
161213_5_2,3
161213_5_5,3
161213_5_7,1
161213_5_9,9
161213_5_11,3
161213_5_14,3
161213_5_15,6
161213_6_2,8
161213_6_4,8
161213_6_6,4
161213_6_8,3
161213_6_10,6
161213_6_12,5
161213_7_4,6
161213_7_6,7
161213_7_9,0
161213_7_14,1
161213_7_15,4
161213_7_17,1
161213_7_19,1
161213_7_20,6
161213_7_23,5
161213_8_3,4
161213_8_4,6
161213_8_6,7
161213_8_9,6
161213_8_11,5
161213_8_14,2
161213_8_17,9
161213_8_19,0
161213_9_1,7
161213_9_4,8
161213_9_6,6
161213_10_1,6
161213_10_4,3
161213_10_6,6
161213_10_8,9
161213_10_9,2
161213_10_11,5
161213_10_12,1
161213_10_13,4
161213_10_16,3
161213_10_20,0
161213_10_25,6
161213_10_26,2
161213_10_27,1
161213_10_30,6
161213_11_1,1
161213_11_4,5
161213_11_6,6
161213_11_9,3
161213_11_11,6
161213_11_13,4
161213_11_14,1
161213_11_19,3
161213_11_24,3
161213_12_1,2
161213_12_5,6
161213_12_8,2
161213_12_11,7
161213_12_14,8
161213_12_15,6
161213_12_17,6
161213_12_19,8
161213_13_3,6
161213_13_4,5
161213_13_6,2
161213_13_7,6
161213_13_9,6
161213_13_11,1
161213_13_12,4
161213_13_13,4
161213_13_15,0
161213_13_17,4
161213_13_19,8
161213_13_21,6
161213_13_22,3
161213_13_25,9
161213_14_1,8
161213_14_3,7
161213_14_4,8
161213_14_7,7
161213_14_9,2
161213_14_12,7
161213_15_4,9
161213_15_6,9
161213_15_8,0
161213_15_10,8
161213_15_11,1
161213_15_13,6
161213_15_14,7
161213_15_17,9
161213_15_19,3
161213_15_23,7
161213_15_26,3
161213_15_27,7
161213_15_29,7
161213_15_30,1
161213_15_32,5
161213_15_34,8
161213_15_38,9
161213_15_41,8
161213_15_42,1
161213_15_45,9
161213_15_48,3
161213_15_50,2
161213_16_2,8
161213_16_5,6
161213_16_8,0
161213_16_10,7
161213_16_13,7
161213_17_4,9
161213_17_6,8
161213_17_8,2
161213_17_10,3
1696890_1_3,2
1696890_1_4,3
1696890_1_7,3
1696890_1_12,2
1696890_1_13,5
1696890_1_15,2
1696890_1_19,9
1696890_2_2,7
1696890_2_4,3
1696890_2_9,4
1696890_2_11,4
1696890_2_13,8
1696890_2_15,9
1696890_2_17,0
1696890_2_21,4
1696890_2_24,6
1696890_2_26,3
1696890_2_28,1
1696890_2_29,1
1696890_2_32,2
1696890_2_33,7
1696890_2_38,2
1696890_2_41,3
1696890_2_42,3
1696890_2_43,7
1696890_2_44,9
1696890_2_46,0
1696890_2_49,7
1696890_2_54,2
1696890_2_55,8
1696890_2_56,4
1696890_2_58,1
1696890_2_60,3
1696890_3_4,2
1696890_3_6,0
1696890_3_8,9
1696890_3_9,8
1696890_3_10,6
1696890_3_11,6
1696890_3_15,8
1696890_3_19,5
1696890_3_21,2
1696890_3_22,4
1696890_3_24,7
1696890_3_27,0
1696890_3_29,5
1696890_3_31,9
1696890_3_33,7
1696890_3_35,4
1696890_4_4,9
1696890_4_6,0
1696890_4_9,6
1696890_4_10,3
1696890_4_14,1
1696890_4_17,0
1696890_4_19,0
1696890_4_23,4
1696890_4_24,0
1696890_4_27,3
1696890_4_30,0
1696890_4_33,3
1696890_4_35,9
1696890_5_2,0
1696890_5_5,4
1696890_5_8,6
1696890_5_9,1
1696890_5_12,0
1696890_5_14,0
1696890_5_17,0
1696890_5_19,9
1696890_5_23,9
1696890_5_26,1
1696890_5_28,8
1696890_5_29,6
1696890_5_30,5
1696890_5_33,0
1696890_5_34,9
1696890_5_36,0
1696890_6_2,0
1696890_6_3,2
1696890_6_6,9
1696890_6_8,4
1696890_6_10,9
1696890_6_12,2
1696890_6_19,5
1696890_6_20,3
1696890_6_21,7
1696890_6_22,4
1696890_7_4,9
1696890_7_5,5
1696890_7_8,6
1696890_7_10,9
1696890_7_12,5
1696890_7_13,5
1696890_7_14,2
1696890_7_17,8
1696890_7_19,1
1696890_7_21,5
1696890_7_24,0
1696890_7_25,5
1696890_7_28,0
1696890_7_29,5
1696890_7_34,9
1696890_7_35,1
1696890_7_36,1
1696890_7_38,8
1696890_7_41,2
1696890_7_43,5
1696890_7_49,8
1696890_7_50,4
1696890_7_54,7
1696890_7_56,7
1696890_7_58,7
1696890_7_60,3
1712153_1_4,7
1712153_1_7,4
1712153_1_8,1
1712153_1_10,6
1712153_1_12,8
1712153_1_17,1
1712153_1_18,9
1712153_1_20,9
1712153_1_24,4
1712153_1_26,8
1712153_1_27,7
1712153_1_29,8
1712153_1_31,8
1712153_1_34,8
1712153_1_36,5
1712153_1_38,4
1712153_1_39,1
1712153_1_43,3
1712153_1_44,3
1712153_1_47,3
1712153_1_50,7
1712153_1_54,1
1712153_1_55,1
1712153_1_56,0
1712153_1_58,8
1712153_1_62,3
1712153_1_63,1
1712153_1_65,2
1712153_1_68,9
1712153_1_71,9
1712153_1_74,4
1712153_1_77,3
1712153_1_80,3
1712153_1_82,8
1712153_1_84,5
1712153_1_85,5
1712153_2_2,4
1712153_2_5,9
1712153_2_7,4
1712153_2_8,9
1712153_2_12,8
1712153_2_13,6
1712153_2_14,4
1712153_2_18,2
1712153_2_19,7
1712153_2_21,8
1712153_2_24,0
1712153_2_25,8
1712153_2_27,3
1712153_2_30,7
1712153_2_32,0
1712153_2_33,3
1712153_2_36,9
1712153_2_40,5
1712153_2_42,2
1712153_2_43,0
1712153_2_44,6
1712153_2_47,3
1712153_2_49,1
1712153_2_50,8
1712153_2_53,7
1712153_2_54,1
1712153_3_3,2
1712153_3_5,9
1712153_3_6,7
1712153_3_9,6
1712153_3_10,4
1712153_3_12,9
1712153_3_13,4
1712153_3_14,8
1712153_3_16,9
1712153_4_1,3
1712153_4_2,0
1712153_4_4,2
1712153_4_5,5
1712153_4_9,1
1712153_4_10,5
1712153_4_12,2
1712153_4_15,1
1712153_4_19,2
1712153_4_20,0
1712153_4_21,5
1712153_4_23,9
1712153_4_25,3
1712153_4_26,5
1712153_4_28,9
1712153_4_31,7
1712153_4_33,7
1712153_4_34,3
1712153_4_36,1
1712153_4_37,2
1712153_4_39,2
1712153_4_44,6
1712153_4_46,8
1712153_4_50,5
1712153_4_54,3
1712153_4_59,4
1712153_4_61,3
1712153_4_63,4
1712153_4_64,0
1712153_4_67,5
1712153_5_2,3
1712153_5_4,2
1712153_5_7,6
1712153_5_9,9
1712153_5_10,0
1712153_5_11,1
1712153_5_14,4
1712153_5_16,8
1712153_5_17,9
1712153_5_21,7
1712153_5_25,6
1712153_5_28,1
1712153_5_29,1
1712153_5_33,1
1712153_5_34,4
1712153_5_35,9
1712153_5_38,4
1712153_5_39,4
1712153_5_41,2
1712153_5_44,9
1712153_5_48,2
1712153_5_49,7
1712153_5_50,4
1712153_5_52,4
1712153_6_3,9
1712153_6_4,2
1712153_6_7,3
1712153_6_9,2
1712153_6_14,5
1712153_6_18,1
1712153_6_22,4
1712153_6_25,5
1712153_6_27,5
1712153_6_29,1
1712153_6_30,6
1712153_6_35,2
1934054_1_1,9
1934054_1_6,2
1934054_1_7,6
1934054_1_9,5
1934054_1_11,1
1934054_1_15,8
1934054_1_16,7
1934054_1_18,9
1934054_1_20,3
1934054_1_22,2
1934054_1_23,5
1934054_1_27,6
1934054_1_29,6
1934054_1_30,8
1934054_1_34,7
1934054_1_38,0
1934054_1_39,7
1934054_1_43,2
1934054_1_44,9
1934054_1_46,6
1934054_1_47,6
1934054_1_50,2
1934054_1_51,7
1934054_1_54,7
1934054_1_56,9
1934054_1_59,9
1934054_1_61,0
1934054_2_2,3
1934054_2_4,9
1934054_2_6,3
1934054_2_8,5
1934054_2_11,3
1934054_2_15,9
1934054_2_18,1
1934054_2_20,5
1934054_2_22,7
1934054_3_2,1
1934054_3_4,9
1934054_3_7,4
1934054_3_13,1
1934054_3_16,9
1934054_3_19,4
1934054_3_21,8
1934054_3_22,5
1934054_3_24,5
1934054_3_26,0
1934054_3_30,5
1934054_3_32,3
1934054_4_3,4
1934054_4_5,0
1934054_4_7,2
1934054_4_8,3
1934054_4_10,5
1934054_4_11,7
1934054_5_1,7
1934054_5_4,0
1934054_5_7,5
1934054_5_9,0
1934054_5_13,2
1934054_5_14,7
1934054_5_16,5
1934054_5_19,5
1934054_5_21,1
1934054_5_23,4
1934054_5_24,5
1934054_5_25,1
1934054_6_3,7
1934054_6_5,7
1934054_6_13,0
1934054_6_15,7
1934054_6_16,2
1934054_6_18,2
1934054_6_20,8
1934054_6_27,4
1934054_6_30,2
1934054_6_32,6
1934054_6_34,6
1934054_6_39,3
1934054_6_42,2
1934054_6_45,2
1934054_7_1,8
1934054_7_3,5
1934054_7_6,7
1934054_7_7,8
1934054_8_1,2
1934054_8_2,4
1934054_8_3,8
1934054_8_4,6
1934054_8_6,6
1934054_8_8,7
1934054_8_9,0
1934054_8_12,0
1934054_9_1,8
1934054_9_3,3
1934054_9_4,5
1934054_9_7,9
1934054_9_11,3
1934054_9_14,0
1934054_9_18,7
1934054_9_20,2
1934054_9_24,8
1934054_10_1,6
1934054_10_2,3
1934054_10_3,6
1934054_10_4,5
1934054_10_7,9
1934054_10_8,4
1934054_10_11,0
1934054_10_12,0
1934054_10_15,2
1934054_10_17,2
1934054_10_18,6
1934054_10_20,6
1934054_10_22,7
1934054_10_24,7
1934054_10_26,3
1934054_10_28,8
1934054_10_31,5
1934054_10_32,8
1934054_10_33,0
1934054_10_36,7
1934054_10_44,6
1934054_11_2,9
1934054_11_4,8
1934054_11_5,2
1934054_11_7,6
1934054_11_10,8
1934054_11_12,4
1934054_11_15,9
1934054_11_18,1
1934054_11_20,0
1934054_11_22,1
1934054_11_24,3
1934054_11_25,2
1934054_11_28,5
464971_1_3,9
464971_1_5,6
464971_1_7,9
464971_1_9,2
464971_1_12,0
464971_1_15,7
464971_1_17,4
464971_1_19,9
464971_1_20,0
464971_1_23,4
464971_1_25,0
464971_1_28,1
464971_2_1,1
464971_2_3,7
464971_2_4,6
464971_2_6,9
464971_2_7,7
464971_2_10,2
464971_2_13,2
464971_2_17,2
464971_2_18,3
464971_2_20,1
464971_2_21,6
464971_2_24,7
464971_2_26,9
464971_2_30,9
464971_2_34,5
464971_2_35,6
464971_2_39,1
464971_3_1,4
464971_3_3,3
464971_3_5,9
464971_3_7,1
464971_3_10,7
464971_3_14,6
464971_3_16,6
464971_3_18,2
464971_3_19,8
464971_3_21,6
464971_3_24,6
464971_4_2,5
464971_4_4,5
464971_4_5,9
464971_4_8,1
464971_4_9,5
464971_4_11,8
464971_4_13,4
464971_4_14,3
464971_4_16,4
464971_4_20,4
464971_4_22,2
464971_4_24,4
464971_4_26,8
464971_4_28,3
464971_5_1,4
464971_5_4,3
464971_5_5,8
464971_5_10,0
464971_5_13,7
464971_5_15,5
464971_5_18,8
464971_5_19,9
464971_5_21,2
464971_5_22,1
464971_5_23,0
464971_5_26,7
464971_5_28,2
464971_6_1,4
464971_6_3,4
464971_6_6,4
464971_6_8,9
464971_6_10,6
464971_6_11,8
464971_6_14,6
464971_6_17,1
464971_7_4,2
464971_7_6,1
464971_7_7,8
464971_7_9,8
464971_7_11,2
464971_7_15,5
464971_7_16,2
464971_7_19,8
464971_8_2,1
464971_8_6,2
464971_8_10,7
464971_8_15,3
464971_8_16,6
464971_8_18,1
464971_8_21,9
464971_8_23,3
464971_8_24,4
464971_8_25,0
464971_8_28,3
464971_8_29,7
464971_8_31,6
464971_8_32,0
464971_8_34,9
464971_8_36,0
464971_8_38,2
464971_8_41,2
464971_9_3,4
464971_9_5,2
464971_9_7,7
464971_9_8,7
464971_9_10,7
464971_9_11,0
464971_9_15,0
464971_9_19,1
464971_9_20,5
464971_9_22,7
464971_9_24,8
464971_10_2,2
464971_10_7,3
464971_10_8,0
464971_10_10,0
464971_10_12,8
464971_10_13,9
464971_10_18,2
464971_10_20,0
464971_10_21,6
464971_10_22,9
464971_10_28,3
464971_10_30,0
464971_10_32,0
464971_10_35,7
464971_11_4,0
464971_11_7,9
464971_11_9,4
464971_11_11,2
464971_11_12,8
533407_1_3,0
533407_1_5,9
533407_1_7,7
533407_2_4,1
533407_2_6,0
533407_2_8,1
533407_2_11,3
533407_2_13,8
533407_2_17,8
533407_2_18,7
533407_3_3,2
533407_3_5,9
533407_3_8,0
533407_3_10,1
533407_3_13,0
533407_3_14,7
533407_3_18,8
533407_3_19,2
533407_4_1,2
533407_4_4,4
533407_4_6,6
533407_4_7,6
533407_4_11,2
533407_4_12,4
533407_4_14,3
533407_4_17,4
533407_5_2,8
533407_5_7,0
533407_5_8,2
533407_5_10,8
533407_5_13,1
533407_5_14,6
533407_6_1,5
533407_6_4,3
533407_6_5,4
533407_6_9,5
533407_6_12,7
533407_6_15,8
533407_6_18,0
533407_6_20,9
533407_6_22,1
533407_6_25,0
533407_6_27,5
533407_7_4,7
533407_7_6,5
533407_7_8,9
533407_7_9,3
533407_8_2,9
533407_8_5,1
533407_9_1,6
533407_9_4,0
533407_9_6,3
533407_9_7,7
533407_10_1,1
533407_10_5,4
533407_10_7,6
533407_11_4,5
533407_12_3,6
533407_12_4,1
533407_13_1,5
533407_13_4,8
533407_13_5,6
533407_13_7,1
533407_13_9,2
533407_13_11,7
533407_13_13,5
533407_13_15,4
533407_13_16,8
533407_13_17,6
533407_14_3,8
533407_14_4,7
533407_14_7,6
533407_14_8,7
533407_14_10,9
533407_14_11,2
533407_15_1,6
533407_15_4,7
533407_15_5,7
533407_15_8,9
533407_16_2,2
533407_16_5,3
533407_16_6,9
533407_16_12,7
533407_17_2,0
533407_17_6,7
533407_17_8,5
533407_17_10,2
533407_17_11,6
533407_17_14,1
533407_17_15,0
533407_18_2,5
533407_18_4,8
533407_18_6,2
533407_19_1,7
533407_19_5,6
533407_19_7,9
533407_19_9,6
533407_19_11,3
533407_19_12,2
533407_20_2,8
533407_20_6,3
533407_20_8,3
747609_1_2,8
747609_1_5,0
747609_2_2,4
747609_2_5,4
747609_2_6,7
747609_2_10,5
747609_2_14,6
747609_2_15,0
747609_2_17,6
747609_2_21,5
747609_3_1,8
747609_3_2,5
747609_3_5,0
747609_3_6,8
747609_3_7,3
747609_3_9,0
747609_4_2,6
747609_4_5,7
747609_4_7,5
747609_4_8,5
747609_4_10,8
747609_4_13,3
747609_4_14,4
747609_4_15,6
747609_4_16,4
747609_4_19,4
747609_4_21,3
747609_5_2,0
747609_5_4,0
747609_5_7,2
747609_5_8,1
747609_5_12,4
747609_5_17,7
747609_5_19,9
747609_5_21,1
747609_5_23,3
747609_7_3,7
747609_7_4,3
747609_7_5,9
747609_7_9,1
747609_7_11,1
747609_7_14,6
747609_8_2,7
747609_8_5,4
747609_8_7,4
747609_8_9,2
747609_8_11,0
747609_9_4,0
747609_9_5,5
747609_9_12,1
747609_9_13,4
747609_9_17,1
747609_9_18,6
747609_9_21,3
747609_9_25,6
747609_9_30,7
747609_9_32,9
747609_9_41,8
747609_9_43,9
747609_10_2,2
747609_10_5,4
747609_10_9,5
747609_10_12,2
747609_10_15,8
747609_10_20,3
747609_11_4,0
747609_11_7,0
747609_11_8,9
747609_11_9,2
747609_11_11,3
747609_11_13,7
747609_11_15,2
747609_11_17,4
747609_11_20,0
747609_11_23,2
747609_12_1,3
747609_12_2,7
747609_12_4,4
747609_12_5,0
747609_12_7,6
747609_12_13,9
747609_12_15,0
747609_12_18,2
747609_13_1,4
747609_13_4,9
747609_13_7,1
747609_13_11,1
747609_13_13,3
747609_13_15,9
747609_13_21,6
747609_13_25,2
747609_13_26,0
747609_13_27,2
747609_13_30,7
747609_14_2,2
747609_14_4,8
747609_14_5,0
747609_14_10,7
747609_14_11,8
747609_14_12,4
747609_14_15,8
747609_14_16,1
747609_14_17,0
747609_14_20,5
747609_14_21,3
747609_15_4,7
747609_16_2,2
747609_16_5,6
747609_16_8,8
747609_16_9,0
747609_16_11,7
747609_16_12,2
747609_16_13,7
747609_16_14,4
747609_17_2,8
747609_17_6,3
747609_17_7,3
747609_17_9,1
747609_17_12,6
747609_17_15,6
747609_17_16,0
747609_17_18,3
747609_17_19,8
747609_18_2,4
747609_18_5,0
747609_18_9,4
747609_18_12,4
747609_18_13,4
747609_18_16,9
747609_18_21,1
747609_18_24,5
747609_18_25,4
747609_18_27,9
747609_19_2,5
747609_19_5,5
747609_19_8,0
747609_19_10,1
747609_19_13,6
747609_19_14,7
747609_19_15,0
747609_19_18,0
747609_19_19,8
747609_19_21,4
747609_19_27,9
747609_19_29,2
747609_19_31,5
747609_19_33,2
747609_19_35,6
747609_19_37,2
747609_19_39,3
747609_19_41,9
747609_19_43,9
747609_19_49,3
747609_19_51,8
747609_19_54,1
841116_1_3,0
841116_1_5,2
841116_1_6,5
841116_1_9,2
841116_1_11,4
841116_1_12,9
841116_1_15,7
841116_1_16,6
841116_1_19,9
841116_1_21,7
841116_1_24,2
841116_1_25,2
841116_1_27,4
841116_2_3,6
841116_2_5,0
841116_2_6,2
841116_2_8,3
841116_3_1,2
841116_3_5,8
841116_3_7,7
841116_3_10,9
841116_3_12,2
841116_4_1,8
841116_4_5,6
841116_4_6,9
841116_4_9,8
841116_5_2,8
841116_5_6,0
841116_5_8,3
841116_5_10,5
841116_5_11,3
841116_5_13,8
841116_5_17,8
841116_5_18,2
841116_5_21,3
841116_5_23,7
841116_5_24,7
841116_5_26,4
841116_5_31,4
841116_5_32,2
841116_5_37,7
841116_5_39,8
841116_5_41,3
841116_5_43,7
841116_5_45,1
841116_5_46,2
841116_5_48,8
841116_6_2,9
841116_6_4,4
841116_6_6,1
841116_6_8,6
841116_6_10,2
841116_6_13,6
841116_6_14,1
841116_6_16,3
841116_6_19,1
841116_6_21,3
841116_6_22,9
841116_6_24,7
841116_6_26,4
841116_6_28,2
841116_7_4,0
841116_7_6,1
841116_7_10,4
841116_7_12,6
841116_7_14,9
841116_7_17,7
841116_7_18,4
841116_8_1,7
841116_8_4,8
841116_8_7,1
841116_8_8,0
841116_8_10,0
841116_8_12,9
841116_8_13,5
841116_8_15,0
841116_8_17,7
841116_8_19,3
841116_8_20,1
841116_9_7,6
841116_9_10,2
841116_9_12,4
841116_9_13,1
841116_9_15,0
841116_9_18,0
841116_9_19,8
841116_9_22,2
841116_9_24,3
841116_9_25,8
841116_10_1,1
841116_10_2,0
841116_10_4,7
841116_10_8,5
841116_11_1,6
841116_11_2,2
841116_11_5,7
841116_11_10,3
841116_11_12,5
841116_11_13,6
841116_11_14,2
841116_11_15,6
841116_11_17,6
841116_11_19,9
841116_12_3,1
841116_12_4,2
841116_12_7,2
841116_12_8,3
841116_12_13,3
841116_12_15,8
841116_12_16,2
841116_12_19,8
841116_12_25,6
841116_12_26,3
841116_12_28,4
841116_13_4,1
841116_13_5,9
841116_13_10,7
841116_13_12,2
841116_13_14,1
841116_13_15,1
841116_14_2,3
841116_14_5,2
841116_14_7,4
841116_14_9,7
841116_14_11,5
841116_14_13,8
841116_14_15,4
841116_14_16,8
841116_14_18,3
841116_14_20,2
841116_14_22,7
841116_14_25,9
841116_15_1,8
841116_15_8,1
841116_15_11,6
841116_15_13,3
841116_15_16,3
841116_15_18,1
841116_15_22,2
841116_15_26,2
841116_15_28,5
841116_16_4,3
841116_16_5,9
841116_16_10,3
841116_16_13,1
841116_16_15,8
841116_16_16,0
841116_16_18,2
841116_16_19,4
841116_16_20,3
841116_16_22,2
841116_17_1,1
841116_17_4,5
841116_17_7,8
841116_17_12,8
841116_17_14,3
841116_17_16,9
841116_17_20,4
841116_18_2,9
841116_18_6,6
841116_18_8,9
841116_18_10,6
841116_18_15,6
841116_18_18,6
841116_19_1,1
841116_19_2,9
841116_19_3,1
841116_19_5,2
841116_19_7,1
841116_19_10,1
841116_19_12,0
841116_19_13,3
841116_19_17,2
841116_19_21,1
841116_19_23,7
841116_19_27,9
841116_19_29,3
841116_19_31,8
841116_19_34,7
882583_1_1,1
882583_1_5,4
882583_1_7,1
882583_1_10,2
882583_1_12,3
882583_2_4,9
882583_2_7,3
882583_2_10,7
882583_2_11,6
882583_2_13,7
882583_2_14,1
882583_2_15,9
882583_3_5,1
882583_3_6,9
882583_3_8,3
882583_3_10,6
882583_4_1,7
882583_4_4,3
882583_4_7,6
882583_4_10,2
882583_4_12,9
882583_4_14,3
882583_4_18,2
882583_4_21,3
882583_4_23,4
882583_4_28,2
882583_4_31,7
882583_4_33,6
882583_4_35,2
882583_4_37,0
882583_5_2,3
882583_5_5,5
882583_5_7,9
882583_5_8,7
882583_5_12,9
882583_5_13,7
882583_6_1,4
882583_6_4,6
882583_6_6,2
882583_6_8,7
882583_6_9,9
882583_6_12,7
882583_7_2,3
882583_7_4,2
882583_7_7,6
882583_7_10,7
882583_7_13,4
882583_7_15,7
882583_8_2,9
882583_8_5,1
882583_8_8,9
882583_8_12,7
882583_8_13,7
882583_8_14,0
882583_8_16,9
882583_9_2,9
882583_9_7,4
882583_9_8,0
882583_9_9,5
882583_9_12,1
882583_9_13,1
882583_9_15,1
882583_9_17,9
882583_10_5,3
882583_10_7,2
882583_10_8,9
882583_10_12,6
882583_10_13,6
882583_10_15,1
882583_10_17,3
882583_10_19,1
882583_10_20,0
882583_11_2,3
882583_11_5,2
882583_11_6,2
882583_11_8,8
882583_11_10,2
882583_11_12,9
882583_11_14,5
882583_11_16,4
882583_11_18,5
882583_11_19,7
882583_11_21,2
882583_11_22,2
882583_11_23,3
882583_12_2,0
882583_12_3,0
882583_12_7,1
882583_12_9,9
882583_12_10,9
882583_12_12,2
882583_12_17,8
882583_12_20,9
882583_12_21,6
882583_12_23,3
882583_12_25,0
882583_12_27,6
882583_12_28,6
882583_13_6,4
882583_13_8,6
882583_13_10,7
882583_13_13,7
882583_13_16,8
882583_13_18,2
882583_13_21,1
882583_13_24,6
882583_14_2,5
882583_14_6,2
882583_14_7,1
882583_14_8,8
882583_14_12,4
882583_14_14,0
882583_14_15,6
882583_14_18,1
882583_14_20,4
882583_14_21,3
882583_14_22,2
882583_14_23,5
882583_14_24,1
882583_15_2,6
882583_15_3,0
882583_15_9,4
882583_15_10,4
882583_15_13,9
882583_15_16,6
882583_15_18,3
882583_15_19,3
882583_15_21,5
882583_15_22,9
882583_15_25,0
882583_15_28,1
882583_16_5,1
882583_16_6,5
882583_16_7,7
882583_16_13,5
882583_16_15,7
882583_16_17,2
882583_16_19,0
882583_16_21,4
882583_16_22,9
882583_17_2,2
882583_17_7,0
882583_17_9,0
882583_17_11,3
882583_17_12,1
882583_17_15,8
882583_17_17,4
882583_17_21,5
882583_18_1,0
882583_18_5,4
882583_18_7,2
882583_18_9,0
882583_18_10,4
882583_18_14,9
882583_18_16,3
882583_18_17,4
882583_18_21,0
882583_19_1,5
882583_19_4,3
882583_19_11,4
882583_19_14,0
882583_19_16,2
882583_19_20,3
882583_19_22,5
882583_19_25,4
882583_19_26,3
882583_19_27,3
882583_19_30,4
882583_19_33,8
882583_19_35,7
882583_20_4,5
882583_20_8,4
882583_20_11,9
882583_20_12,8
882583_20_14,0
882583_20_16,6
882583_20_17,2
882583_20_19,7
882583_20_22,1
882583_20_25,7
882583_20_26,0
882583_20_29,6
882583_21_2,2
882583_21_4,4
882583_21_7,3
882583_21_8,7
882583_21_11,1
882583_21_13,4
882583_21_14,1
882583_21_16,4
882583_21_17,3
882583_21_19,9
882583_21_22,1
882583_21_25,4
882583_21_27,8
882583_21_29,6
882583_21_32,5
882583_21_34,1
882583_21_37,2
882583_21_40,0
884984_1_4,9
884984_1_7,9
884984_1_8,7
884984_1_10,8
884984_1_14,3
884984_1_18,4
884984_1_19,1
884984_1_21,8
884984_1_25,5
884984_1_31,7
884984_1_33,8
884984_2_3,9
884984_2_4,2
884984_2_5,6
884984_2_6,0
884984_2_7,2
884984_2_9,9
884984_2_10,1
884984_2_13,0
884984_2_15,2
884984_2_16,9
884984_2_18,9
884984_2_19,5
884984_2_20,8
884984_3_1,3
884984_3_4,0
884984_3_6,0
884984_3_7,5
884984_3_9,6
884984_3_11,3
884984_3_12,1
884984_3_14,2
884984_3_15,5
884984_3_17,7
884984_3_18,6
884984_3_22,2
884984_3_24,9
884984_3_25,9
884984_4_2,5
884984_4_4,3
884984_4_5,3
884984_4_7,4
884984_4_9,7
884984_4_11,0
884984_4_14,5
884984_4_16,6
884984_4_17,7
884984_4_20,3
884984_4_23,3
884984_4_25,6
884984_4_27,4
884984_4_29,6
884984_4_32,4
884984_4_33,7
884984_5_1,4
884984_5_5,5
884984_5_6,7
884984_5_8,7
884984_5_11,9
884984_5_12,1
884984_5_14,0
884984_5_15,2
884984_5_16,3
884984_6_2,5
884984_6_3,6
884984_6_5,8
884984_6_6,6
884984_6_8,0
884984_6_10,5
884984_6_13,3
884984_6_18,5
884984_6_25,0
884984_6_27,7
884984_6_33,1
884984_6_34,1
884984_6_38,3
884984_6_43,5
884984_6_47,9
884984_6_53,2
884984_6_57,6
884984_6_59,2
884984_6_60,0
884984_7_1,6
884984_7_3,6
884984_7_5,8
884984_7_6,1
884984_7_9,9
884984_7_11,6
884984_7_13,4
884984_7_20,7
884984_7_23,2
884984_7_27,3
884984_7_28,1
884984_7_29,7
884984_7_31,7
884984_7_33,6
884984_7_34,7
884984_7_36,8
884984_8_3,7
884984_8_4,9
884984_8_8,6
884984_8_14,7
884984_8_19,8
884984_8_20,3
884984_9_1,4
884984_9_3,6
884984_9_4,4
884984_9_6,7
884984_9_9,8
884984_9_11,9
884984_9_12,6
884984_9_13,8
884984_9_16,1
884984_9_18,2
884984_9_20,1
884984_9_22,0
884984_9_26,6
884984_9_27,8
884984_9_30,5
884984_9_36,6
884984_9_38,8
884984_10_1,2
884984_10_3,4
884984_10_5,0
884984_10_7,2
884984_10_9,1
884984_10_10,8
884984_10_12,4
884984_10_18,6
884984_10_19,8
884984_11_4,6
884984_11_7,6
884984_11_10,6
884984_11_12,9
884984_11_13,5
884984_11_16,4
884984_11_18,6
884984_11_21,2
884984_11_22,7
959473_1_2,3
959473_1_6,7
959473_1_10,6
959473_1_11,9
959473_1_13,3
959473_1_17,6
959473_1_19,7
